Year,Month,Day,Hour,Wave_Height,Wave_Dir,Wave_Period
2010,5,26,0,2.81,9.44,343.54
2010,5,26,3,2.61,9.37,344.69
2010,5,26,6,2.44,9.39,346.23
2010,5,26,9,2.29,9.44,348.84
2010,5,26,12,2.17,9.4,352.6
2010,5,26,15,2.06,9.26,356.5
2010,5,26,18,1.98,9.12,359.3
2010,5,26,21,1.98,9.07,0.8
2010,5,27,0,2.17,10.87,4.1
2010,5,27,3,2.45,11.13,6.86
2010,5,27,6,2.59,11.01,8.31
2010,5,27,9,2.45,10.37,8.49
2010,5,27,12,2.18,10.03,10.19
2010,5,27,15,1.97,9.82,11.84
2010,5,27,18,1.79,9.43,9.93
2010,5,27,21,1.63,9.18,10.83
2010,5,28,0,1.53,9.05,11.68
2010,5,28,3,1.47,8.87,12.33
2010,5,28,6,1.42,8.51,11.54
2010,5,28,9,1.38,8.32,12.64
2010,5,28,12,1.34,11.41,261.96
2010,5,28,15,1.32,11.19,259.06
2010,5,28,18,1.29,11.03,258.01
2010,5,28,21,1.27,10.95,257.5
2010,5,29,0,1.23,10.93,257.27
2010,5,29,3,1.18,10.92,257.15
2010,5,29,6,1.13,10.86,257.26
2010,5,29,9,1.08,10.74,257.52
2010,5,29,12,1.02,10.64,257.83
2010,5,29,15,0.95,10.5,258.01
2010,5,29,18,0.91,10.21,257.19
2010,5,29,21,0.89,10.05,257.14
2010,5,30,0,0.86,9.95,257.01
2010,5,30,3,0.82,9.89,256.66
2010,5,30,6,0.76,9.82,256.08
2010,5,30,9,0.71,9.7,255.6
2010,5,30,12,0.65,9.31,255.54
2010,5,30,15,0.62,9.14,254.76
2010,5,30,18,0.71,9.11,254.2
2010,5,30,21,0.79,3.54,25.35
2010,5,31,0,0.81,3.92,24.07
2010,5,31,3,0.79,4.12,21.89
2010,5,31,6,0.76,4.18,21.81
2010,5,31,9,0.73,5.41,10.02
2010,5,31,12,0.72,12.19,247.78
2010,5,31,15,0.72,12.07,247.23
2010,5,31,18,0.73,11.88,246.92
2010,5,31,21,0.76,11.2,247.13
2010,6,1,0,0.82,10.98,247.05
2010,6,1,3,0.93,10.78,247.12
2010,6,1,6,1.01,10.28,246.21
2010,6,1,9,1.02,10.04,245.99
2010,6,1,12,0.97,5.72,0.38
2010,6,1,15,0.88,5.7,0.32
2010,6,1,18,0.84,10.83,250.13
2010,6,1,21,1.14,14.2,258.8
2010,6,2,0,1.61,13.7,257.12
2010,6,2,3,2.1,13.1,257.38
2010,6,2,6,2.43,12.3,254.99
2010,6,2,9,2.46,12.19,254.97
2010,6,2,12,2.46,14.07,258.6
2010,6,2,15,2.64,13.29,257.06
2010,6,2,18,2.87,13.19,256.97
2010,6,2,21,2.88,13.12,256.64
2010,6,3,0,2.75,13.07,256.84
2010,6,3,3,2.64,13,257.53
2010,6,3,6,2.57,12.79,258.03
2010,6,3,9,2.51,12.32,257.01
2010,6,3,12,2.44,12.08,257.31
2010,6,3,15,2.31,11.93,257.28
2010,6,3,18,2.14,11.75,257.02
2010,6,3,21,1.98,11.47,255.63
2010,6,4,0,1.84,11.13,255.41
2010,6,4,3,1.71,10.93,255.28
2010,6,4,6,1.59,10.79,255.33
2010,6,4,9,1.5,10.67,255.55
2010,6,4,12,1.41,10.46,254.49
2010,6,4,15,1.32,10.02,254.25
2010,6,4,18,1.25,9.87,254.23
2010,6,4,21,1.22,9.79,254.42
2010,6,5,0,1.21,9.72,254.52
2010,6,5,3,1.2,6.56,350.6
2010,6,5,6,1.2,6.64,354.61
2010,6,5,9,1.21,6.73,358.19
2010,6,5,12,1.2,8.12,354.17
2010,6,5,15,1.19,10.88,251.43
2010,6,5,18,1.19,10.94,251.83
2010,6,5,21,1.19,11,251.81
2010,6,6,0,1.2,11.01,252.29
2010,6,6,3,1.21,10.16,253.65
2010,6,6,6,1.24,9.88,256.84
2010,6,6,9,1.27,9.53,333.87
2010,6,6,12,1.28,9.15,333.13
2010,6,6,15,1.28,9.11,327.11
2010,6,6,18,1.25,9.27,311.28
2010,6,6,21,1.2,9.7,256.14
2010,6,7,0,1.15,9.66,258.37
2010,6,7,3,1.12,9.47,281.44
2010,6,7,6,1.1,9.35,292.77
2010,6,7,9,1.11,9.68,274.84
2010,6,7,12,1.14,9.9,269.31
2010,6,7,15,1.17,9.82,266.42
2010,6,7,18,1.2,9.62,265.54
2010,6,7,21,1.2,9.22,272.35
2010,6,8,0,1.21,9.04,269.89
2010,6,8,3,1.32,8.94,267.38
2010,6,8,6,1.5,8.87,264.93
2010,6,8,9,1.65,5.83,33.06
2010,6,8,12,1.66,6.09,28.3
2010,6,8,15,1.58,6.11,25.95
2010,6,8,18,1.56,5.8,26.69
2010,6,8,21,1.65,5.7,24.68
2010,6,9,0,1.92,5.92,23.97
2010,6,9,3,2.2,6.24,24.85
2010,6,9,6,2.39,6.47,26.53
2010,6,9,9,2.47,6.72,26.99
2010,6,9,12,2.44,6.72,28.84
2010,6,9,15,2.37,6.63,29.77
2010,6,9,18,2.34,6.4,29.64
2010,6,9,21,2.29,6.28,30.67
2010,6,10,0,2.18,6.21,32.65
2010,6,10,3,2.03,6.14,34.51
2010,6,10,6,1.86,6.03,36.62
2010,6,10,9,1.67,5.69,35.3
2010,6,10,12,1.46,5.57,34.77
2010,6,10,15,1.25,5.42,34.23
2010,6,10,18,1.09,5.13,33.08
2010,6,10,21,0.97,9.95,304.88
2010,6,11,0,0.89,9.85,310.88
2010,6,11,3,0.86,9.68,316.8
2010,6,11,6,0.86,9.17,336.18
2010,6,11,9,0.88,8.89,332.21
2010,6,11,12,0.91,8.76,330.24
2010,6,11,15,0.95,8.59,354.65
2010,6,11,18,1.04,11.5,256.11
2010,6,11,21,1.34,4.36,8.82
2010,6,12,0,1.96,5.34,9.14
2010,6,12,3,2.71,6.34,9.47
2010,6,12,6,3.18,6.99,10.24
2010,6,12,9,3.32,7.46,11.92
2010,6,12,12,3.19,7.51,13.04
2010,6,12,15,3.02,7.56,12.35
2010,6,12,18,2.88,7.6,7.09
2010,6,12,21,2.68,7.57,4.19
2010,6,13,0,2.46,7.54,5.16
2010,6,13,3,2.27,7.54,4.95
2010,6,13,6,2.14,7.52,2.86
2010,6,13,9,2.03,7.49,1.45
2010,6,13,12,1.95,7.5,3.3
2010,6,13,15,1.87,7.64,7.3
2010,6,13,18,1.83,8.15,11.13
2010,6,13,21,1.82,8.32,12.18
2010,6,14,0,1.84,8.37,13.57
2010,6,14,3,1.87,8.35,15.15
2010,6,14,6,1.88,8.29,16.69
2010,6,14,9,1.84,8.21,17.64
2010,6,14,12,1.77,8.09,17.55
2010,6,14,15,1.69,7.95,16.67
2010,6,14,18,1.64,7.69,18.85
2010,6,14,21,1.63,7.58,18.57
2010,6,15,0,1.66,11.82,265.58
2010,6,15,3,1.68,11.81,266.18
2010,6,15,6,1.67,11.59,266.45
2010,6,15,9,1.63,11.04,263.75
2010,6,15,12,1.55,10.94,264.58
2010,6,15,15,1.47,10.87,265.13
2010,6,15,18,1.37,10.77,265.82
2010,6,15,21,1.26,10.62,266.58
2010,6,16,0,1.14,10.12,263.17
2010,6,16,3,1.1,9.91,263.21
2010,6,16,6,1.13,9.85,263.47
2010,6,16,9,1.19,9.83,263.79
2010,6,16,12,1.23,9.8,265.53
2010,6,16,15,1.25,9.94,269.42
2010,6,16,18,1.31,10.65,272.47
2010,6,16,21,1.36,10.74,270.5
2010,6,17,0,1.38,10.62,266.63
2010,6,17,3,1.4,10.54,263.05
2010,6,17,6,1.48,10.5,260.9
2010,6,17,9,1.55,10.32,263.03
2010,6,17,12,1.59,10.19,261.36
2010,6,17,15,1.65,10.1,260.48
2010,6,17,18,1.88,5.73,270.02
2010,6,17,21,2.26,6.43,283.44
2010,6,18,0,2.51,6.78,297.65
2010,6,18,3,2.9,6.96,308.06
2010,6,18,6,3.46,7.51,314.16
2010,6,18,9,4.01,8.23,322.1
2010,6,18,12,4.3,8.52,330.29
2010,6,18,15,4.35,8.96,334.11
2010,6,18,18,4.31,8.95,337.43
2010,6,18,21,4.38,8.93,341.55
2010,6,19,0,4.69,9.08,348.69
2010,6,19,3,5.2,9.29,355.73
2010,6,19,6,5.45,9.79,4.09
2010,6,19,9,5.42,9.89,8.94
2010,6,19,12,5.03,9.85,12.41
2010,6,19,15,4.5,9.68,15.05
2010,6,19,18,3.93,9.29,14.36
2010,6,19,21,3.44,9.08,15.66
2010,6,20,0,3.03,8.88,16.81
2010,6,20,3,2.69,8.42,15.18
2010,6,20,6,2.42,8.17,14.75
2010,6,20,9,2.19,7.92,12.83
2010,6,20,12,2,7.56,13.07
2010,6,20,15,1.85,11.07,260.82
2010,6,20,18,1.73,11.11,259.11
2010,6,20,21,1.63,11.11,257.41
2010,6,21,0,1.56,10.98,256.37
2010,6,21,3,1.52,10.88,256.43
2010,6,21,6,1.51,10.95,257.1
2010,6,21,9,1.48,11.24,257.96
2010,6,21,12,1.45,11.76,259.83
2010,6,21,15,1.42,11.72,259.79
2010,6,21,18,1.4,11.44,259.18
2010,6,21,21,1.37,11.02,259.03
2010,6,22,0,1.32,10.87,259.04
2010,6,22,3,1.26,10.78,259.22
2010,6,22,6,1.19,10.65,259.21
2010,6,22,9,1.13,10.2,258.69
2010,6,22,12,1.08,9.95,258.88
2010,6,22,15,1.04,9.87,259.15
2010,6,22,18,0.99,9.8,259.36
2010,6,22,21,0.93,9.63,259.82
2010,6,23,0,0.88,9.09,267.96
2010,6,23,3,0.85,8.95,274.37
2010,6,23,6,0.86,8.87,282.56
2010,6,23,9,0.97,8.78,296.4
2010,6,23,12,1.11,11.94,259.66
2010,6,23,15,1.24,11.04,264.44
2010,6,23,18,1.32,10.8,261.24
2010,6,23,21,1.37,10.56,260.52
2010,6,24,0,1.4,9.92,284.82
2010,6,24,3,1.42,9.76,268.78
2010,6,24,6,1.44,9.72,259.91
2010,6,24,9,1.43,9.74,256.84
2010,6,24,12,1.43,9.16,260.93
2010,6,24,15,1.4,8.87,257.8
2010,6,24,18,1.35,9.59,255.37
2010,6,24,21,1.28,9.67,255.19
2010,6,25,0,1.24,9.63,254.74
2010,6,25,3,1.22,9.42,254.65
2010,6,25,6,1.23,9.1,254.44
2010,6,25,9,1.23,8.95,254
2010,6,25,12,1.21,8.84,253.5
2010,6,25,15,1.22,8.78,253.38
2010,6,25,18,1.2,8.72,253.61
2010,6,25,21,1.17,8.57,254.19
2010,6,26,0,1.17,8.36,256.01
2010,6,26,3,1.16,8.22,257.53
2010,6,26,6,1.15,8.15,258.85
2010,6,26,9,1.2,8.17,273.58
2010,6,26,12,1.42,8.12,298.3
2010,6,26,15,1.58,7.98,308.73
2010,6,26,18,1.58,7.61,319.79
2010,6,26,21,1.51,7.2,325.7
2010,6,27,0,1.42,6.91,340.83
2010,6,27,3,1.35,6.82,346.85
2010,6,27,6,1.3,6.82,351.37
2010,6,27,9,1.32,6.87,353.86
2010,6,27,12,1.36,13.44,255.65
2010,6,27,15,1.39,12.85,254.77
2010,6,27,18,1.4,12.01,254.14
2010,6,27,21,1.47,11.31,253.01
2010,6,28,0,1.58,10.91,252.17
2010,6,28,3,1.65,10.76,250.98
2010,6,28,6,1.67,6.73,241.25
2010,6,28,9,1.7,5.63,196.03
2010,6,28,12,1.74,5.63,191.49
2010,6,28,15,1.68,5.64,190.24
2010,6,28,18,1.55,5.65,190.96
2010,6,28,21,1.43,8.94,273.18
2010,6,29,0,1.37,8.97,272.2
2010,6,29,3,1.39,9,275.43
2010,6,29,6,1.45,9.1,283.47
2010,6,29,9,1.49,9.08,296.7
2010,6,29,12,1.52,8.79,315.92
2010,6,29,15,1.48,8.69,331.6
2010,6,29,18,1.37,8.67,306.18
2010,6,29,21,1.24,8.29,327.99
2010,6,30,0,1.13,8.13,337.52
2010,6,30,3,1.05,7.99,340.4
2010,6,30,6,1.03,7.77,343.46
2010,6,30,9,1.08,7.55,344.88
2010,6,30,12,1.11,7.38,341.15
2010,6,30,15,1.07,5.23,298.45
2010,6,30,18,1,5.23,304.81
2010,6,30,21,0.92,5.18,308.77
2010,7,1,0,0.85,5.12,312.34
2010,7,1,3,0.77,5.09,316.28
2010,7,1,6,0.71,6.67,322.51
2010,7,1,9,0.63,6.68,326.37
2010,7,1,12,0.58,6.67,331.75
2010,7,1,15,0.7,6.65,341.21
2010,7,1,18,0.64,6.6,353.84
2010,7,1,21,0.7,6.4,2.32
2010,7,2,0,0.9,5.64,221.54
2010,7,2,3,1.2,6.16,210.23
2010,7,2,6,1.5,6.65,208.05
2010,7,2,9,1.8,6.69,200.95
2010,7,2,12,2.31,6.72,190.7
2010,7,2,15,2.99,7.28,193.16
2010,7,2,18,3.24,7.61,191.03
2010,7,2,21,3,7.62,189.51
2010,7,3,0,2.73,7.49,188.79
2010,7,3,3,2.55,11.49,247.17
2010,7,3,6,2.54,11.11,247.73
2010,7,3,9,2.57,6.63,186.54
2010,7,3,12,2.51,6.66,188.99
2010,7,3,15,2.39,6.67,192.29
2010,7,3,18,2.3,10.58,248.1
2010,7,3,21,2.26,11.57,249.22
2010,7,4,0,2.21,11.14,249.32
2010,7,4,3,2.29,12.08,253.21
2010,7,4,6,2.47,12.13,255.54
2010,7,4,9,2.54,11.42,254.53
2010,7,4,12,2.57,11.13,255.05
2010,7,4,15,2.57,11.03,255.78
2010,7,4,18,2.56,10.91,256.32
2010,7,4,21,2.8,10.78,256.35
2010,7,5,0,3.1,6.47,173.81
2010,7,5,3,3.08,6.97,180.85
2010,7,5,6,2.92,7.63,193.74
2010,7,5,9,2.78,8.06,205.7
2010,7,5,12,2.7,8.21,206.2
2010,7,5,15,2.64,8.05,207.73
2010,7,5,18,2.54,7.6,209.89
2010,7,5,21,2.37,7.45,215.69
2010,7,6,0,2.2,7.27,226.23
2010,7,6,3,2.02,6.98,235.89
2010,7,6,6,1.85,6.79,239.51
2010,7,6,9,1.77,6.59,244.27
2010,7,6,12,1.82,11.12,249.98
2010,7,6,15,1.85,11.11,251.41
2010,7,6,18,1.81,10.82,253.35
2010,7,6,21,1.74,10.52,255.53
2010,7,7,0,1.65,10.14,255.92
2010,7,7,3,1.71,9.93,257.89
2010,7,7,6,2.06,9.77,259.51
2010,7,7,9,2.81,5.89,176.55
2010,7,7,12,2.9,6.65,190.7
2010,7,7,15,2.54,6.81,194.48
2010,7,7,18,2.28,6.96,201.49
2010,7,7,21,2.23,7.15,204.25
2010,7,8,0,2.46,6.45,187.74
2010,7,8,3,3.07,11.57,255.16
2010,7,8,6,3.7,13.73,253.39
2010,7,8,9,3.82,13.43,252.68
2010,7,8,12,3.84,13.33,252.76
2010,7,8,15,3.78,13.2,252.91
2010,7,8,18,3.63,13.07,252.85
2010,7,8,21,3.51,12.82,252.67
2010,7,9,0,3.42,12.37,251.29
2010,7,9,3,3.3,12.15,251.55
2010,7,9,6,3.17,11.99,252.19
2010,7,9,9,3.05,11.77,253.04
2010,7,9,12,2.94,11.3,252.67
2010,7,9,15,2.83,11.04,253.81
2010,7,9,18,2.64,10.85,255.21
2010,7,9,21,2.38,10.62,255.95
2010,7,10,0,2.37,10.38,254.64
2010,7,10,3,2.2,10.09,255
2010,7,10,6,2.12,9.86,255.87
2010,7,10,9,1.97,9.7,256.69
2010,7,10,12,1.79,9.55,257.09
2010,7,10,15,1.63,9.16,255.82
2010,7,10,18,1.49,8.97,256.54
2010,7,10,21,1.34,8.87,256.93
2010,7,11,0,1.2,8.77,257.21
2010,7,11,3,1.05,8.63,257.16
2010,7,11,6,1.08,8.41,259.16
2010,7,11,9,1.17,8.29,261.54
2010,7,11,12,1.47,4.67,169.19
2010,7,11,15,2.01,5.66,182.7
2010,7,11,18,2.48,6.35,183.46
2010,7,11,21,2.83,6.89,184.46
2010,7,12,0,2.92,7.16,184.44
2010,7,12,3,2.54,7.4,187.95
2010,7,12,6,2.17,7.29,189.31
2010,7,12,9,2.19,6.79,214.46
2010,7,12,12,2.36,7.01,259.29
2010,7,12,15,2.17,6.93,278.24
2010,7,12,18,1.86,6.73,285.94
2010,7,12,21,1.63,6.55,286.87
2010,7,13,0,1.44,6.36,301.19
2010,7,13,3,1.31,6.29,305.5
2010,7,13,6,1.32,6.26,314.47
2010,7,13,9,1.39,4.56,7.92
2010,7,13,12,1.52,4.87,18.3
2010,7,13,15,1.62,5.18,21.29
2010,7,13,18,1.7,5.31,23.88
2010,7,13,21,1.74,5.52,21.33
2010,7,14,0,1.76,5.57,21.36
2010,7,14,3,1.78,5.61,22.06
2010,7,14,6,1.76,5.62,23.95
2010,7,14,9,1.71,5.61,27.22
2010,7,14,12,1.65,5.58,30.15
2010,7,14,15,1.64,5.56,32.33
2010,7,14,18,1.81,5.6,33.81
2010,7,14,21,1.97,5.74,35.6
2010,7,15,0,2.04,6.01,33.1
2010,7,15,3,2.19,6.26,35.3
2010,7,15,6,2.41,6.48,37.63
2010,7,15,9,2.58,6.87,39.48
2010,7,15,12,2.44,7.21,37.55
2010,7,15,15,2.23,7.47,34.87
2010,7,15,18,2.26,7.49,32.66
2010,7,15,21,2.42,6.25,158.56
2010,7,16,0,2.66,6.73,161.5
2010,7,16,3,2.92,6.97,165.24
2010,7,16,6,3.12,7.46,168.65
2010,7,16,9,3.03,7.53,170.63
2010,7,16,12,2.89,7.54,170.65
2010,7,16,15,2.87,7.66,168.59
2010,7,16,18,3.22,8.18,171.23
2010,7,16,21,3.74,8.56,172.89
2010,7,17,0,4.04,9.01,176.56
2010,7,17,3,3.85,9.07,178.63
2010,7,17,6,3.6,8.98,180.26
2010,7,17,9,3.34,8.81,182.55
2010,7,17,12,3.05,8.52,183.8
2010,7,17,15,2.79,8.27,185.61
2010,7,17,18,2.56,8.11,186.35
2010,7,17,21,2.36,7.82,187.63
2010,7,18,0,2.18,7.44,187.93
2010,7,18,3,2.06,7.24,187.01
2010,7,18,6,2.05,6.63,195.43
2010,7,18,9,2.22,6.4,212.11
2010,7,18,12,2.54,6.83,215.67
2010,7,18,15,2.68,8.21,246.4
2010,7,18,18,2.64,8.36,250.24
2010,7,18,21,2.72,8.17,250.25
2010,7,19,0,2.71,6.85,200.73
2010,7,19,3,2.44,7.21,228.87
2010,7,19,6,2.15,7.11,209.53
2010,7,19,9,1.89,6.62,214.61
2010,7,19,12,1.68,6.47,203.25
2010,7,19,15,1.52,6.37,204.76
2010,7,19,18,1.43,6.26,206.44
2010,7,19,21,1.39,14.71,268.28
2010,7,20,0,1.36,14.11,266.34
2010,7,20,3,1.33,13.36,267.94
2010,7,20,6,1.32,12.4,264.71
2010,7,20,9,1.33,12.08,262.57
2010,7,20,12,1.34,11.93,260.39
2010,7,20,15,1.35,11.72,258.29
2010,7,20,18,1.38,11.26,258.09
2010,7,20,21,1.38,10.99,256.47
2010,7,21,0,1.39,10.87,255.17
2010,7,21,3,1.43,10.78,254.33
2010,7,21,6,1.46,10.62,253.69
2010,7,21,9,1.46,10.07,255.12
2010,7,21,12,1.44,9.78,255.68
2010,7,21,15,1.4,7.2,342.36
2010,7,21,18,1.35,7.19,344.65
2010,7,21,21,1.33,7.14,347.19
2010,7,22,0,1.37,7.07,348.68
2010,7,22,3,1.48,5.36,342.3
2010,7,22,6,1.74,5.8,343.79
2010,7,22,9,2.51,6.53,349.98
2010,7,22,12,2.77,6.94,357.92
2010,7,22,15,2.41,6.97,3.66
2010,7,22,18,2.02,6.83,6.86
2010,7,22,21,1.78,6.66,6.61
2010,7,23,0,1.65,6.46,4.27
2010,7,23,3,1.58,6.48,1.75
2010,7,23,6,1.52,6.91,3.42
2010,7,23,9,1.46,7.83,9.18
2010,7,23,12,1.41,7.91,5.79
2010,7,23,15,1.35,7.88,8.4
2010,7,23,18,1.27,7.69,8.16
2010,7,23,21,1.18,7.55,7.22
2010,7,24,0,1.08,7.46,6.48
2010,7,24,3,0.98,7.37,5.95
2010,7,24,6,0.88,7.28,5.31
2010,7,24,9,0.8,7.12,3.04
2010,7,24,12,0.73,6.97,353.97
2010,7,24,15,0.66,6.89,346.38
2010,7,24,18,0.58,6.87,343.42
2010,7,24,21,0.5,6.9,341.22
2010,7,25,0,0.43,6.93,334.16
2010,7,25,3,0.41,10.02,285.24
2010,7,25,6,0.51,9.47,270.49
2010,7,25,9,0.75,9.2,265.8
2010,7,25,12,0.99,8.87,264.48
2010,7,25,15,1.1,11.53,271.29
2010,7,25,18,1.14,11.2,270.66
2010,7,25,21,1.17,11.08,270.16
2010,7,26,0,1.23,10.97,269.42
2010,7,26,3,1.34,10.88,268.56
2010,7,26,6,1.47,10.77,268.35
2010,7,26,9,1.5,10.49,268.92
2010,7,26,12,1.44,10.01,265.61
2010,7,26,15,1.33,9.87,266.7
2010,7,26,18,1.22,9.76,268.39
2010,7,26,21,1.12,9.53,265.45
2010,7,27,0,1.03,9.09,266.58
2010,7,27,3,0.97,8.96,268.28
2010,7,27,6,0.9,8.88,270.56
2010,7,27,9,1.01,8.74,273.94
2010,7,27,12,1.09,8.37,268.43
2010,7,27,15,1.13,8.23,269.63
2010,7,27,18,1.12,8.18,271.07
2010,7,27,21,1.06,8.18,271.99
2010,7,28,0,1.03,9.55,259.01
2010,7,28,3,1.07,9.41,260.28
2010,7,28,6,1.14,9.46,259.33
2010,7,28,9,1.2,9.69,258.96
2010,7,28,12,1.23,9.79,259.21
2010,7,28,15,1.25,9.85,259.48
2010,7,28,18,1.26,9.89,259.84
2010,7,28,21,1.28,9.96,260.09
2010,7,29,0,1.32,10.09,259.71
2010,7,29,3,1.36,10.21,258.93
2010,7,29,6,1.41,10.18,258.38
2010,7,29,9,1.49,10.11,258.27
2010,7,29,12,1.68,10.04,258.52
2010,7,29,15,1.99,9.94,258.99
2010,7,29,18,2.38,6.13,35.17
2010,7,29,21,2.64,6.59,33.7
2010,7,30,0,2.74,6.83,32.89
2010,7,30,3,2.67,6.82,31.83
2010,7,30,6,2.42,6.77,30.92
2010,7,30,9,2.14,6.64,30.05
2010,7,30,12,1.89,6.35,25.43
2010,7,30,15,1.72,6.31,22.93
2010,7,30,18,1.61,6.46,20.83
2010,7,30,21,1.55,6.9,20.2
2010,7,31,0,1.54,7.09,18.2
2010,7,31,3,1.54,7.43,10.05
2010,7,31,6,1.56,7.57,11.53
2010,7,31,9,1.57,7.64,12.56
2010,7,31,12,1.54,7.69,13.63
2010,7,31,15,1.49,7.69,14.62
2010,7,31,18,1.41,7.65,14.95
2010,7,31,21,1.36,7.63,13.69
2010,8,1,0,1.34,7.62,9.39
2010,8,1,3,1.42,7.71,3.04
2010,8,1,6,1.6,8.5,349.39
2010,8,1,9,1.75,8.7,339.64
2010,8,1,12,1.76,8.62,348.7
2010,8,1,15,1.73,8.52,348.1
2010,8,1,18,1.71,8.46,346.96
2010,8,1,21,1.71,8.42,344.92
2010,8,2,0,1.73,8.46,340.86
2010,8,2,3,1.72,8.55,334.76
2010,8,2,6,1.69,8.27,328.62
2010,8,2,9,1.65,8.08,323.88
2010,8,2,12,1.6,8,319.81
2010,8,2,15,1.54,7.97,315.96
2010,8,2,18,1.47,7.93,312.64
2010,8,2,21,1.39,7.79,341.43
2010,8,3,0,1.3,7.44,336.92
2010,8,3,3,1.2,7.27,330.82
2010,8,3,6,1.12,7.15,351.92
2010,8,3,9,1.11,6.99,351.23
2010,8,3,12,1.1,10.16,266.47
2010,8,3,15,1.08,9.98,267.01
2010,8,3,18,1.04,9.79,267.01
2010,8,3,21,1.02,9.55,266.54
2010,8,4,0,1.07,9.41,264.22
2010,8,4,3,1.15,9.33,264.31
2010,8,4,6,1.16,9.23,265.3
2010,8,4,9,1.11,9.18,266.18
2010,8,4,12,1.09,9.35,266.28
2010,8,4,15,1.15,9.78,262.7
2010,8,4,18,1.25,9.88,262.77
2010,8,4,21,1.3,9.76,263.75
2010,8,5,0,1.31,9.63,264.54
2010,8,5,3,1.29,9.45,264.43
2010,8,5,6,1.26,9.33,264.58
2010,8,5,9,1.27,9.33,264.64
2010,8,5,12,1.29,9.47,264.33
2010,8,5,15,1.29,9.45,263.86
2010,8,5,18,1.26,9.26,263.96
2010,8,5,21,1.22,9.1,264.48
2010,8,6,0,1.17,8.98,264.7
2010,8,6,3,1.12,8.88,264.3
2010,8,6,6,1.09,8.74,263.43
2010,8,6,9,1.08,8.61,266.37
2010,8,6,12,1.1,8.56,266.07
2010,8,6,15,1.1,8.49,265.97
2010,8,6,18,1.13,8.36,265.93
2010,8,6,21,1.17,8.24,265.88
2010,8,7,0,1.25,4.24,170.56
2010,8,7,3,1.21,4.36,167.72
2010,8,7,6,1.21,4.44,163.81
2010,8,7,9,1.29,4.69,162.99
2010,8,7,12,1.38,5.3,164.11
2010,8,7,15,1.6,6.12,167.93
2010,8,7,18,2,6.77,176.2
2010,8,7,21,2.27,6.9,179.02
2010,8,8,0,2.19,6.89,179.44
2010,8,8,3,1.97,6.83,178.81
2010,8,8,6,1.74,6.72,178.22
2010,8,8,9,1.54,6.55,178.56
2010,8,8,12,1.37,9.83,257.83
2010,8,8,15,1.22,9.7,258.79
2010,8,8,18,1.11,9.52,257.75
2010,8,8,21,1.02,9.21,258.51
2010,8,9,0,0.94,9.06,259.18
2010,8,9,3,0.85,8.98,259.77
2010,8,9,6,0.79,8.92,260.29
2010,8,9,9,0.78,8.82,260.71
2010,8,9,12,0.81,8.56,259.85
2010,8,9,15,0.83,5.18,46.1
2010,8,9,18,0.83,5.21,43.11
2010,8,9,21,0.81,5.25,40.79
2010,8,10,0,0.8,5.36,38.47
2010,8,10,3,0.81,5.71,32.29
2010,8,10,6,0.82,5.76,32.54
2010,8,10,9,0.82,5.78,33.08
2010,8,10,12,0.82,5.8,32.98
2010,8,10,15,0.84,5.8,32.41
2010,8,10,18,0.88,5.71,36.51
2010,8,10,21,0.94,5.63,47.61
2010,8,11,0,1.03,5.6,54.05
2010,8,11,3,1.17,4.53,40.81
2010,8,11,6,1.33,4.8,40.35
2010,8,11,9,1.31,5.22,36.56
2010,8,11,12,1.29,5.33,35.82
2010,8,11,15,1.28,5.63,34.99
2010,8,11,18,1.28,5.81,33.81
2010,8,11,21,1.28,5.83,32.12
2010,8,12,0,1.28,5.88,31.25
2010,8,12,3,1.27,6.02,29.23
2010,8,12,6,1.25,6.15,30.25
2010,8,12,9,1.23,6.2,32.54
2010,8,12,12,1.2,6.22,34.9
2010,8,12,15,1.16,6.23,36.35
2010,8,12,18,1.1,6.22,36.52
2010,8,12,21,1.03,6.19,35.5
2010,8,13,0,0.95,6.13,33.23
2010,8,13,3,0.89,6.04,29.84
2010,8,13,6,0.9,5.9,27.06
2010,8,13,9,1.02,5.76,22.23
2010,8,13,12,1.16,4.44,24.52
2010,8,13,15,1.3,4.73,22.82
2010,8,13,18,1.36,4.81,20.39
2010,8,13,21,1.26,4.88,18.97
2010,8,14,0,1.13,4.77,17
2010,8,14,3,1.01,4.68,13.58
2010,8,14,6,0.92,7.37,306.91
2010,8,14,9,0.83,7.03,309.65
2010,8,14,12,0.76,6.88,303.97
2010,8,14,15,0.72,6.84,298.23
2010,8,14,18,0.71,6.83,292.71
2010,8,14,21,0.7,6.83,287.75
2010,8,15,0,0.68,6.86,283.31
2010,8,15,3,0.67,7.24,280.08
2010,8,15,6,0.67,7.21,284.92
2010,8,15,9,0.68,9.37,275.43
2010,8,15,12,0.79,8.95,275.54
2010,8,15,15,0.9,8.79,274.94
2010,8,15,18,1.05,8.62,273.85
2010,8,15,21,1.25,4.33,52.4
2010,8,16,0,1.47,4.82,51.33
2010,8,16,3,1.59,5.21,49.01
2010,8,16,6,1.6,5.7,40.91
2010,8,16,9,1.57,6.07,22.02
2010,8,16,12,1.5,6.7,8.72
2010,8,16,15,1.39,6.86,8.98
2010,8,16,18,1.29,6.96,9.06
2010,8,16,21,1.19,7.03,8.97
2010,8,17,0,1.13,7.08,8.57
2010,8,17,3,1.08,7.19,346.02
