YYYY  MM  DD  HH  mn     Hs(m)     Tp(s)  TheH(°N)   WS(m/s)  Thew(°N)
2009   6  29  21   0     0.680     5.370    42.330     5.511    62.319
2009   6  30   0   0     0.610     5.260    42.220     2.362   104.213
2009   6  30   3   0     0.550     5.190    41.570     3.603   132.413
2009   6  30   6   0     0.510    10.590   262.340     4.969    74.593
2009   6  30   9   0     0.480    10.380   262.970     1.671   102.789
2009   6  30  12   0     0.450    10.250   261.610     2.290   179.500
2009   6  30  15   0     0.430    10.170   260.520     1.094   194.290
2009   6  30  18   0     0.420    11.800   253.150     3.384   230.996
2009   6  30  21   0     0.410    11.790   249.550     2.337   234.405
2009   7   1   0   0     0.410    11.190   251.260     3.162   205.674
2009   7   1   3   0     0.390    10.930   250.100     2.639   244.406
2009   7   1   6   0     0.370    10.690   252.020     2.744   241.006
2009   7   1   9   0     0.350    10.280   248.990     1.476   241.699
2009   7   1  12   0     0.330    10.130   249.580     1.254   212.296
2009   7   1  15   0     0.320    10.030   251.960     1.888   217.902
2009   7   1  18   0     0.300     9.870   255.130     1.126   198.113
2009   7   1  21   0     0.290    10.060   257.890     0.668   128.928
2009   7   2   0   0     0.280    10.120   259.880     1.082   183.708
2009   7   2   3   0     0.280    10.130   261.380     1.953   188.835
2009   7   2   6   0     0.290    10.150   261.260     1.829   193.276
2009   7   2   9   0     0.310    10.080   258.520     1.666   143.543
2009   7   2  12   0     0.320    10.010   256.310     2.002   143.531
2009   7   2  15   0     0.310     9.940   256.740     2.594   153.435
2009   7   2  18   0     0.290     9.870   258.470     3.544    97.947
2009   7   2  21   0     0.270     9.830   259.970     4.814    69.193
2009   7   3   0   0     0.340     9.810   260.550     4.696    58.408
2009   7   3   3   0     0.470     9.800   260.390     5.393    63.577
2009   7   3   6   0     0.620     3.490    59.510     5.729    62.675
2009   7   3   9   0     0.780     3.730    59.060     7.380    52.820
2009   7   3  12   0     0.940     3.970    56.830     8.089    58.137
2009   7   1   0   0     0.410    11.190   251.260     3.162   205.674
2009   7   1   3   0     0.390    10.930   250.100     2.639   244.406
2009   7   1   6   0     0.370    10.690   252.020     2.744   241.006
2009   7   1   9   0     0.350    10.280   248.990     1.476   241.699
2009   7   1  12   0     0.330    10.130   249.580     1.254   212.296
2009   7   1  15   0     0.320    10.030   251.960     1.888   217.902
2009   7   1  18   0     0.300     9.870   255.130     1.126   198.113
2009   7   1  21   0     0.290    10.060   257.890     0.668   128.928
2009   7   2   0   0     0.280    10.120   259.880     1.082   183.708
2009   7   2   3   0     0.280    10.130   261.380     1.953   188.835
2009   7   2   6   0     0.290    10.150   261.260     1.829   193.276
2009   7   2   9   0     0.310    10.080   258.520     1.666   143.543
2009   7   2  12   0     0.320    10.010   256.310     2.002   143.531
2009   7   2  15   0     0.310     9.940   256.740     2.594   153.435
2009   7   2  18   0     0.290     9.870   258.470     3.544    97.947
2009   7   2  21   0     0.270     9.830   259.970     4.814    69.193
2009   7   3   0   0     0.340     9.810   260.550     4.696    58.408
2009   7   3   3   0     0.470     9.800   260.390     5.393    63.577
2009   7   3   6   0     0.620     3.490    59.510     5.729    62.675
2009   7   3   9   0     0.780     3.730    59.060     7.380    52.820
2009   7   3  12   0     0.940     3.970    56.830     8.089    58.137
2009   7   3  15   0     1.100     4.300    53.570     7.824    60.355
2009   7   3  18   0     1.390     4.720    49.640     9.952    56.933
2009   7   3  21   0     1.670     5.190    46.970    10.636    51.643
2009   7   4   0   0     1.760     5.530    46.940    10.808    48.864
2009   7   4   3   0     1.710     5.580    46.540     9.494    53.178
2009   7   4   6   0     1.790     5.590    45.360    10.545    53.989
2009   7   4   9   0     1.920     5.690    45.310    11.630    46.742
2009   7   4  12   0     2.010     5.840    46.340    11.406    50.728
2009   7   4  15   0     2.210     6.190    44.400    12.170    58.713
2009   7   4  18   0     2.500     6.390    45.620    13.060    59.134
2009   7   4  21   0     2.650     6.830    42.090    11.753    54.349
2009   7   5   0   0     2.600     6.890    39.840    11.627    53.781
2009   7   5   3   0     2.440     7.000    36.400     9.778    52.814
2009   7   5   6   0     2.290     7.260    28.520     9.505    55.892
2009   7   5   9   0     2.120     7.410    25.880     9.156    55.546
2009   7   5  12   0     1.970     7.470    23.950     7.222    65.280
2009   7   5  15   0     1.900     7.530    22.840     8.169    64.941
2009   7   5  18   0     2.020     7.640    23.270     8.667    63.701
2009   7   5  21   0     2.270     7.970    22.520     9.513    54.973
2009   7   6   0   0     2.540     8.110    24.450    11.706    59.053
2009   7   6   3   0     2.710     8.080    25.030    11.502    51.566
2009   7   6   6   0     2.700     8.010    23.880    10.664    44.164
2009   7   6   9   0     2.560     8.030    21.890    10.489    38.924
2009   7   6  12   0     2.400     8.130    20.200     9.400    40.383
2009   7   6  15   0     2.370     8.280    19.180     8.030    41.971
2009   7   6  18   0     2.520     8.500    18.870     9.489    44.744
2009   7   6  21   0     2.840     8.630    20.280    11.448    47.053
2009   7   7   0   0     3.190     8.570    22.230    13.120    46.204
2009   7   7   3   0     3.380     8.500    23.020    12.083    43.189
2009   7   7   6   0     3.490     8.410    23.060    13.535    41.226
2009   7   7   9   0     3.550     8.380    22.710    12.845    34.309
2009   7   7  12   0     3.450     8.490    21.920    13.199    31.619
2009   7   7  15   0     3.380     8.720    18.580    10.042    30.523
2009   7   7  18   0     3.470     8.870    18.420    11.632    20.429
2009   7   7  21   0     3.680     8.950    18.500    12.617    21.236
2009   7   8   0   0     3.930     9.000    18.880    13.927    23.620
2009   7   8   3   0     4.110     9.020    18.640    13.375    17.581
2009   7   8   6   0     4.140     9.010    17.720    13.990    11.880
2009   7   8   9   0     4.120     8.970    16.470    13.676    10.661
2009   7   8  12   0     4.020     8.930    15.440    14.236    11.712
2009   7   8  15   0     3.880     8.870    14.960    12.998    19.132
2009   7   8  18   0     3.850     8.740    14.930    13.143    21.000
2009   7   8  21   0     3.950     8.570    15.840    13.870    22.868
2009   7   9   0   0     4.180     8.570    16.280    15.322    21.558
2009   7   9   3   0     4.430     8.700    15.720    16.709    25.031
2009   7   9   6   0     4.430     8.690    16.800    16.651    19.871
2009   7   9   9   0     4.310     8.480    19.610    16.423    25.847
2009   7   9  12   0     4.020     8.290    20.790    15.840    22.063
2009   7   9  15   0     3.680     8.150    21.150    12.930    22.221
2009   7   9  18   0     3.390     7.840    20.900    13.544    18.020
2009   7   9  21   0     3.200     7.490    21.310    12.700    20.318
2009   7  10   0   0     3.100     7.410    22.030    13.160    19.440
2009   7  10   3   0     3.000     7.380    22.040    12.034    11.553
2009   7  10   6   0     2.870     7.310    21.740    11.966     8.652
2009   7  10   9   0     2.830     7.200    21.900    11.569    10.912
2009   7  10  12   0     2.830     7.220    23.090    12.267    11.044
2009   7  10  15   0     2.790     7.240    23.260    10.692     3.700
2009   7  10  18   0     2.740     7.250    22.850    11.864     8.629
2009   7  10  21   0     2.700     7.280    21.990    10.505     8.485
2009   7  11   0   0     2.660     7.300    21.100    11.456    10.614
2009   7  11   3   0     2.580     7.290    20.230    10.128     6.634
2009   7  11   6   0     2.480     7.250    19.170    10.550     5.603
2009   7  11   9   0     2.380     7.110    10.780     9.697     7.228
2009   7  11  12   0     2.260     6.980    10.550     9.920    10.925
2009   7  11  15   0     2.120     6.850    11.290     8.630    10.346
2009   7  11  18   0     1.950     6.720    13.040     8.783     5.685
2009   7  11  21   0     1.760     6.620    15.430     7.874    14.866
2009   7  12   0   0     1.590     6.510     8.550     8.080    18.099
2009   7  12   3   0     1.440     6.250    12.100     6.288    23.426
2009   7  12   6   0     1.320     6.140    14.850     7.108    36.419
2009   7  12   9   0     1.210     6.060    16.570     7.482    44.458
2009   7  12  12   0     1.080     5.970    17.240     2.822    60.255
2009   7  12  15   0     0.950     5.780     9.390     1.910    88.800
2009   7  12  18   0     0.850     5.630     9.210     3.575   157.812
2009   7  12  21   0     0.780     5.540     8.850     4.115   154.369
2009   7  13   0   0     0.720     5.490     8.420     4.307   174.938
2009   7  13   3   0     0.670     5.450     7.580     4.277   151.817
2009   7  13   6   0     0.620     5.410     6.060     5.075   110.292
2009   7  13   9   0     0.600     5.410     3.440     5.386    82.532
2009   7  13  12   0     0.640     5.510     0.210     4.902    88.247
2009   7  13  15   0     0.700     5.840   354.890     5.514    81.973
2009   7  13  18   0     0.770     5.930   314.810     5.226    69.970
2009   7  13  21   0     0.860     5.910   270.240     5.454    84.634
2009   7  14   0   0     0.950     5.890   226.470     5.336    87.207
2009   7  14   3   0     1.020     5.890   214.970     4.053   103.556
2009   7  14   6   0     1.070    10.080   241.860     5.352   191.205
2009   7  14   9   0     1.150     9.840   243.080     5.564   194.786
2009   7  14  12   0     1.240     9.360   251.990     7.753   171.619
2009   7  14  15   0     1.220     9.070   253.580     7.354   168.629
2009   7  14  18   0     1.140     8.920   256.000     6.928   152.584
2009   7  14  21   0     1.040     8.720   259.970     7.653   117.636
2009   7  15   0   0     0.990     8.280   278.510     6.604   118.195
2009   7  15   3   0     1.020     8.160   276.420     6.538   129.289
2009   7  15   6   0     1.070     5.320   184.380     6.734   146.570
2009   7  15   9   0     1.100     5.310   183.530     5.820   156.077
2009   7  15  12   0     1.090     5.250   181.810     6.475   173.259
2009   7  15  15   0     1.030     5.200   181.290     6.525   164.260
2009   7  15  18   0     0.960     5.190   182.080     5.394   130.037
2009   7  15  21   0     0.890     5.200   183.560     5.628   102.728
2009   7  16   0   0     0.830     5.220   185.300     2.320   101.940
2009   7  16   3   0     0.770     5.250   186.400     2.850   103.597
2009   7  16   6   0     0.730     5.360   185.610     2.715    69.296
2009   7  16   9   0     0.720     5.450   186.610     1.766    26.565
2009   7  16  12   0     0.720     5.510   174.380     2.616   235.277
2009   7  16  15   0     0.730     5.570   162.940     0.549   259.509
2009   7  16  18   0     0.730     5.670   151.160     1.369    26.940
2009   7  16  21   0     0.740     5.890   143.830     0.666   131.348
2009   7  17   0   0     0.750     6.540    19.150     0.788   213.085
2009   7  17   3   0     0.770     6.540    41.400     0.381   176.987
2009   7  17   6   0     0.790     6.470    55.800     1.315    55.222
2009   7  17   9   0     0.790     6.350    80.930     1.326    95.625
2009   7  17  12   0     0.770     6.260    96.060     2.024    83.191
2009   7  17  15   0     0.740     6.190   104.350     3.519    58.478
2009   7  17  18   0     0.700     6.120   103.340     5.632    60.886
2009   7  17  21   0     0.920     6.040    89.270     7.885    44.126
2009   7  18   0   0     1.320     4.460    36.380    10.867    50.788
2009   7  18   3   0     1.900     5.240    37.940    13.252    50.327
2009   7  18   6   0     2.440     6.050    38.820    14.434    50.764
2009   7  18   9   0     2.670     6.410    38.860    15.050    48.205
2009   7  18  12   0     2.610     6.740    36.970    13.366    52.753
2009   7  18  15   0     2.560     6.810    36.960    10.367    56.049
2009   7  18  18   0     2.650     6.880    37.740    10.823    50.323
2009   7  18  21   0     2.870     7.070    39.650    12.892    51.361
2009   7  19   0   0     2.830     7.420    38.890    12.768    51.775
2009   7  19   3   0     2.670     7.510    39.810    12.837    64.333
2009   7  19   6   0     2.500     7.570    38.180     5.826    72.623
2009   7  19   9   0     2.300     7.610    36.170     3.087   195.792
2009   7  19  12   0     2.190     7.690    33.270     6.713   194.140
2009   7  19  15   0     2.130     7.760    29.890     3.014   191.869
2009   7  19  18   0     2.040     7.750    26.480     2.503   128.839
2009   7  19  21   0     1.910     7.700    23.240     3.342   123.405
2009   7  20   0   0     1.770     7.650    20.340     3.819   153.905
2009   7  20   3   0     1.660     7.610    17.880     5.211   161.426
2009   7  20   6   0     1.600     7.600    16.020     6.656   125.338
2009   7  20   9   0     1.560     7.590    14.870     3.184   129.137
2009   7  20  12   0     1.530     7.580    14.310     3.716   189.919
2009   7  20  15   0     1.520     7.610    14.200     1.324   259.114
2009   7  20  18   0     1.570     7.700    14.380     2.449   312.683
2009   7  20  21   0     1.660     7.800    14.620     4.099   312.330
2009   7  21   0   0     1.780     8.070     9.700     5.882   281.673
2009   7  21   3   0     1.930     8.290    10.690     7.491   270.765
2009   7  21   6   0     2.060     8.330    11.440     4.832   281.822
2009   7  21   9   0     2.170     8.320    12.280     3.871   345.641
2009   7  21  12   0     2.280     8.300    12.990     4.003    38.101
2009   7  21  15   0     2.320     8.300    13.560     6.213    29.825
2009   7  21  18   0     2.310     8.300    15.010     8.211    34.580
2009   7  21  21   0     2.300     8.320    16.030     7.726    38.695
2009   7  22   0   0     2.260     8.350    15.710     8.385    32.780
2009   7  22   3   0     2.190     8.340    14.540     6.354    56.685
2009   7  22   6   0     2.080     8.300    13.290     4.881    61.755
2009   7  22   9   0     1.940     8.250    12.160     2.980    42.416
2009   7  22  12   0     1.800     8.140    11.310     3.991    98.211
2009   7  22  15   0     1.670     7.990    10.430     6.303    88.182
2009   7  22  18   0     1.590     7.810    10.250     8.995    81.239
2009   7  22  21   0     1.550     7.770    10.060     1.767   115.115
2009   7  23   0   0     1.600     7.790     9.180     7.698   195.986
2009   7  23   3   0     1.640     6.840     2.720     7.171   160.276
2009   7  23   6   0     1.680     6.290   182.500     7.556   144.480
2009   7  23   9   0     1.720     5.820   171.770     5.978   182.877
2009   7  23  12   0     1.700     5.920   171.830     8.533   193.694
2009   7  23  15   0     1.640     6.210   173.930     7.801   212.488
2009   7  23  18   0     1.600     6.390   175.040     5.273   195.960
2009   7  23  21   0     1.570     8.120   356.090     3.544   165.454
2009   7  24   0   0     1.530     8.140   353.320     3.360   171.098
2009   7  24   3   0     1.470     8.070   351.990     4.242   163.146
2009   7  24   6   0     1.390     7.970   351.680     3.145   154.576
2009   7  24   9   0     1.320     7.810   349.410     4.235   190.063
2009   7  24  12   0     1.250     7.570   350.860     2.244   183.576
2009   7  24  15   0     1.170     7.430   351.930     3.199   231.984
2009   7  24  18   0     1.100     7.330   352.250     3.179   325.510
2009   7  24  21   0     1.090     7.210   351.980     5.531   353.042
2009   7  25   0   0     1.090     6.890   346.590     7.115   336.209
2009   7  25   3   0     1.110     6.760   347.350     6.609   326.791
2009   7  25   6   0     1.120     6.690   346.550     8.066   329.365
2009   7  25   9   0     1.140     6.550   343.940     6.392   315.254
2009   7  25  12   0     1.220     6.140   331.000     5.897   326.903
2009   7  25  15   0     1.350     6.000   328.700     7.273   323.949
2009   7  25  18   0     1.540     5.820   328.180     7.515   337.632
2009   7  25  21   0     1.610     5.880   332.240     9.427   335.093
2009   7  26   0   0     1.500     5.920   335.740     7.836   341.704
2009   7  26   3   0     1.350     5.760   339.560     6.963     1.728
2009   7  26   6   0     1.230     5.680   343.580     7.504    37.038
2009   7  26   9   0     1.190     5.650   347.390     7.968    33.949
2009   7  26  12   0     1.190     5.760   352.180     6.087    27.281
2009   7  26  15   0     1.260     6.320     1.510     5.148    33.350
2009   7  26  18   0     1.440     7.190    17.710     4.446    21.371
2009   7  26  21   0     1.660     7.830    16.680     2.562    31.271
2009   7  27   0   0     1.810     8.150    19.190     0.914    36.995
2009   7  27   3   0     1.880     8.370    17.090     1.322   162.387
2009   7  27   6   0     1.840     8.280    14.990     2.566   149.036
2009   7  27   9   0     1.740     8.210    12.460     4.280   180.669
2009   7  27  12   0     1.650     8.130    10.030     6.842   166.045
2009   7  27  15   0     1.580     8.000     7.930     6.413   153.315
2009   7  27  18   0     1.540     7.760     4.980     5.835   144.839
2009   7  27  21   0     1.540     7.590     3.790     5.030   180.456
2009   7  28   0   0     1.510     7.490     2.530     5.596   205.283
2009   7  28   3   0     1.450    11.800   244.160     5.766   236.172
2009   7  28   6   0     1.390    11.170   243.220     6.437   244.510
2009   7  28   9   0     1.410    10.880   243.720     6.833   229.808
2009   7  28  12   0     1.440    10.720   244.030     7.333   211.393
2009   7  28  15   0     1.440    10.530   244.310     6.142   176.360
2009   7  28  18   0     1.540    10.060   246.720     8.044   184.421
2009   7  28  21   0     1.690     9.840   246.080     8.324   178.279
2009   7  29   0   0     1.820     5.410   186.910     8.663   176.890
2009   7  29   3   0     2.000     5.710   179.180    10.346   158.867
2009   7  29   6   0     2.310     6.110   174.240    11.280   156.321
2009   7  29   9   0     2.800     6.400   171.690    12.260   166.077
2009   7  29  12   0     3.020     6.900   175.960    14.264   183.336
2009   7  29  15   0     2.830     7.040   178.130    11.536   178.162
2009   7  29  18   0     2.570     7.190   189.530     8.990   179.554
2009   7  29  21   0     2.350     7.320   192.130     9.226   182.050
2009   7  30   0   0     2.180     7.380   193.650     8.724   178.358
2009   7  30   3   0     2.100     7.390   194.330     8.032   157.682
2009   7  30   6   0     2.070     7.350   194.570     7.008   165.032
2009   7  30   9   0     2.010     7.260   195.380     6.659   138.409
2009   7  30  12   0     1.860     7.120   190.120     7.641    83.387
2009   7  30  15   0     1.730     7.030   190.590     5.635    79.468
2009   7  30  18   0     1.610     6.960   189.890     2.660   102.155
2009   7  30  21   0     1.460     6.920   189.270     6.682    10.520
2009   7  31   0   0     1.370     6.880   188.260     7.760   352.893
2009   7  31   3   0     1.470     9.000   247.830     9.794   331.656
2009   7  31   6   0     1.810     5.190   308.230    12.502   330.954
2009   7  31   9   0     2.080     5.770   298.700    14.251   309.476
2009   7  31  12   0     2.140     5.980   296.310    11.608   304.292
2009   7  31  15   0     2.000     6.000   301.830    10.548   297.804
2009   7  31  18   0     1.820     6.120   305.480     7.611   289.816
2009   7  31  21   0     1.660     6.170   306.360     4.690   260.799
2009   8   1   0   0     1.500     6.190   305.360     2.983   287.159
2009   8   1   3   0     1.330     6.220   303.990     5.044   175.680
2009   8   1   6   0     1.200     6.530   302.010     5.618   163.985
2009   8   1   9   0     1.200     6.720   299.070     8.072   153.594
2009   8   1  12   0     1.330     4.250   169.210     8.782   157.435
2009   8   1  15   0     1.530     4.820   167.970    10.515   148.335
2009   8   1  18   0     1.640     5.470   178.470    11.227   140.639
2009   8   1  21   0     1.780     6.010   181.350    12.687   125.018
2009   8   2   0   0     2.020     6.490   176.730    10.274   132.870
2009   8   2   3   0     2.170     7.120   184.420    11.342   133.035
2009   8   2   6   0     2.200     7.920   198.600     8.502   130.755
2009   8   2   9   0     2.170     8.010   195.960     8.148   125.055
2009   8   2  12   0     2.060     7.990   194.110     7.395   127.970
2009   8   2  15   0     1.950     7.860   186.340     9.484   127.244
2009   8   2  18   0     1.890     7.720   185.410     8.467   119.896
2009   8   2  21   0     1.830     7.510   185.210     7.038   129.639
2009   8   3   0   0     1.740     7.220   184.480     7.095   158.244
2009   8   3   3   0     1.590     6.880   180.850     7.297   182.435
2009   8   3   6   0     1.400     6.690   179.040     7.985   198.775
2009   8   3   9   0     1.220     6.400   178.020     5.200   213.232
2009   8   3  12   0     1.060     6.170   176.920     3.449   205.599
2009   8   3  15   0     0.950     6.030   175.770     0.947   201.689
2009   8   3  18   0     0.860     5.800   175.110     1.514   100.271
2009   8   3  21   0     0.790     5.650   173.400     3.275    82.983
2009   8   4   0   0     0.720     5.570   175.160     2.777    63.712
2009   8   4   3   0     0.660     5.480   181.420     3.157    60.593
2009   8   4   6   0     0.610     5.330   192.740     2.372    57.047
2009   8   4   9   0     0.560     5.220   196.480     2.014    98.854
2009   8   4  12   0     0.510    10.830   271.310     3.941   150.508
2009   8   4  15   0     0.570    10.250   270.250     6.081   150.442
2009   8   4  18   0     0.700    10.030   270.320     6.976   145.513
2009   8   4  21   0     0.890     9.980   267.290     7.699   140.375
2009   8   5   0   0     1.150     4.870   181.610     7.744   145.469
2009   8   5   3   0     1.520     5.720   191.460    10.074   142.948
2009   8   5   6   0     1.910     6.260   189.650    11.819   146.982
2009   8   5   9   0     2.320     6.830   189.290    11.650   147.729
2009   8   5  12   0     2.810     7.340   191.230    12.190   166.237
2009   8   5  15   0     2.970     7.510   186.990    13.442   171.960
2009   8   5  18   0     2.790     7.500   184.330    12.000   180.334
2009   8   5  21   0     2.540     7.440   183.190    10.100   179.660
2009   8   6   0   0     2.280     7.290   182.530     8.816   176.553
2009   8   6   3   0     2.090     7.010   177.340     7.747   168.081
2009   8   6   6   0     2.000     6.840   176.530     7.832   170.742
2009   8   6   9   0     2.060     6.740   174.870     7.391   186.058
2009   8   6  12   0     2.140    11.870   246.250     8.618   177.539
2009   8   6  15   0     2.090    11.370   245.640     8.304   167.269
2009   8   6  18   0     1.960    11.030   245.310     7.678   171.838
2009   8   6  21   0     1.790    10.820   245.280     6.021   174.185
2009   8   7   0   0     1.640    10.480   245.240     5.815   182.464
2009   8   7   3   0     1.500    10.000   245.250     5.038   175.217
2009   8   7   6   0     1.380     9.790   245.060     4.785   177.365
2009   8   7   9   0     1.280     9.560   244.910     3.922   171.643
2009   8   7  12   0     1.200     9.480   244.990     3.825   146.518
2009   8   7  15   0     1.150     9.530   244.830     3.938   149.136
2009   8   7  18   0     1.210     9.440   245.030     6.894   143.612
2009   8   7  21   0     1.260     9.300   245.310     8.842   147.658
2009   8   8   0   0     1.240     9.120   245.640    10.804   120.909
2009   8   8   3   0     1.360     8.920   246.000     6.063   136.805
2009   8   8   6   0     1.260     8.540   245.810     8.096   212.080
2009   8   8   9   0     1.070     8.340   245.700     7.018   252.675
2009   8   8  12   0     1.010     8.330   245.830     6.338   264.568
2009   8   8  15   0     1.050     9.790   253.310     3.761   289.736
2009   8   8  18   0     1.040     9.710   254.350     2.637   274.132
2009   8   8  21   0     1.000     9.500   254.220     0.505   297.072
2009   8   9   0   0     0.940     8.980   255.950     0.523     6.582
2009   8   9   3   0     0.870     8.780   257.310     2.658   114.926
2009   8   9   6   0     0.790     8.600   255.160     3.572   142.392
2009   8   9   9   0     0.760     8.440   256.910     4.653   163.006
2009   8   9  12   0     0.860     8.320   258.320     7.430   174.052
2009   8   9  15   0     0.970     8.230   258.970     6.936   177.521
2009   8   9  18   0     0.950     8.140   258.470     7.496   184.745
2009   8   9  21   0     0.890     7.990   257.620     4.452   200.511
2009   8  10   0   0     0.850     7.710   255.150     5.226   221.898
2009   8  10   3   0     0.820     7.560   254.980     4.006   229.150
2009   8  10   6   0     0.780     7.480   254.850     3.126   233.717
2009   8  10   9   0     0.720     7.420   254.500     2.034   199.237
2009   8  10  12   0     0.660     7.370   253.820     1.657   128.876
2009   8  10  15   0     0.590     7.280   253.080     2.134    79.743
2009   8  10  18   0     0.550     7.080   255.680     3.176    32.789
2009   8  10  21   0     0.540     6.980   255.340     4.056    11.809
2009   8  11   0   0     0.550     6.990   254.530     4.924   339.430
2009   8  11   3   0     0.530     7.150   253.570     5.486   300.444
2009   8  11   6   0     0.510     7.480   251.610     3.857   298.492
2009   8  11   9   0     0.520     7.450   251.810     4.492   292.512
2009   8  11  12   0     0.500     7.390   252.200     3.655   266.864
2009   8  11  15   0     0.480     7.330   252.800     3.980   270.720
2009   8  11  18   0     0.480     7.270   253.590     4.472   263.193
2009   8  11  21   0     0.480     7.190   254.240     3.270   270.350
2009   8  12   0   0     0.490     7.190   253.910     1.310   321.818
2009   8  12   3   0     0.510     7.260   252.670     1.472    24.476
2009   8  12   6   0     0.540     9.290   248.560     1.375   349.099
2009   8  12   9   0     0.560     9.240   248.960     1.397   350.942
2009   8  12  12   0     0.570     9.130   250.040     5.320    28.396
2009   8  12  15   0     0.590     9.020   251.130     4.223    14.958
2009   8  12  18   0     0.720     8.890   252.270     4.647   334.372
2009   8  12  21   0     0.900     8.660   251.660     7.131   331.890
2009   8  13   0   0     1.090     4.060   330.310     7.634   328.663
2009   8  13   3   0     1.260     4.510   327.970     8.630   309.075
2009   8  13   6   0     1.440     4.980   326.040     6.696   320.271
2009   8  13   9   0     1.650     5.480   324.770     9.129   311.091
2009   8  13  12   0     1.900     6.110   324.660     8.602   311.324
2009   8  13  15   0     2.180     6.870   325.530     9.751   307.458
2009   8  13  18   0     2.430     7.530   327.600     8.882   304.495
2009   8  13  21   0     2.550     7.800   327.860     8.366   308.692
2009   8  14   0   0     2.540     8.100   329.030     6.692   306.921
2009   8  14   3   0     2.440     8.140   327.570     7.179   302.716
2009   8  14   6   0     2.340     8.100   325.850     6.802   306.752
2009   8  14   9   0     2.290     8.040   325.380     6.493   318.059
2009   8  14  12   0     2.270     8.120   327.140     5.183   314.453
2009   8  14  15   0     2.290     8.340   331.590     3.409   301.079
2009   8  14  18   0     2.250     8.430   336.430     1.964   287.789
2009   8  14  21   0     2.130     8.420   340.190     2.376    44.659
2009   8  15   0   0     1.940     8.330   343.240     3.541    73.766
2009   8  15   3   0     1.730     8.210   346.850     6.455    87.692
2009   8  15   6   0     1.670     8.120   354.130     8.964    94.222
2009   8  15   9   0     1.800    10.110    16.580    10.908    85.899
2009   8  15  12   0     1.990     9.780    18.330    10.697    85.227
2009   8  15  15   0     2.150     9.470    17.540    10.382    85.470
2009   8  15  18   0     2.190     9.310    18.450     6.714    86.243
2009   8  15  21   0     2.170     9.180    19.260     5.156    94.450
2009   8  16   0   0     2.180     9.010    19.990     6.312    79.687
2009   8  16   3   0     2.210     7.630    21.650     3.622    88.259
2009   8  16   6   0     2.240     7.970    17.300     7.052    73.441
2009   8  16   9   0     2.350     7.980    18.820     6.767    45.539
2009   8  16  12   0     2.440     7.960    19.590     4.798    42.804
2009   8  16  15   0     2.530     7.930    20.530     7.288    16.172
2009   8  16  18   0     2.690     7.890    21.080     8.932    11.889
2009   8  16  21   0     2.860     7.690    16.450    10.998   357.759
2009   8  17   0   0     2.770     7.670    15.630    11.918   357.884
2009   8  17   3   0     2.520     7.590    15.410     8.668   347.744
2009   8  17   6   0     2.280     7.480    13.690     7.442   342.563
2009   8  17   9   0     2.070     7.320    10.740     8.092   344.298
2009   8  17  12   0     1.890     7.030    12.390     7.971   335.621
2009   8  17  15   0     1.730     6.890    11.020     7.833   318.209
2009   8  17  18   0     1.620     6.780     9.440     7.037   328.184
2009   8  17  21   0     1.570     6.760     7.620     5.735   342.861
2009   8  18   0   0     1.660     8.110    10.310     6.470   359.911
2009   8  18   3   0     1.830     8.020    10.800     7.193     1.514
2009   8  18   6   0     1.920     7.910    10.910     7.142    12.947
2009   8  18   9   0     1.890     7.760    11.670     6.786    14.507
2009   8  18  12   0     1.800     7.630    13.690     5.276    17.199
2009   8  18  15   0     1.680     7.530    15.330     2.614    59.412
2009   8  18  18   0     1.560     7.460    15.980     4.971    91.383
2009   8  18  21   0     1.440     7.440    16.090     5.693    95.140
2009   8  19   0   0     1.330     7.420    16.310     4.447   122.511
2009   8  19   3   0     1.300     7.370    16.690     6.015   149.641
2009   8  19   6   0     1.460     7.330    17.220     9.236   141.815
2009   8  19   9   0     2.020     5.060   164.060    12.195   146.505
2009   8  19  12   0     2.720     6.030   168.810    13.493   162.666
2009   8  19  15   0     3.340     6.840   173.710    15.853   167.209
2009   8  19  18   0     3.660     7.380   179.930    16.974   181.215
2009   8  19  21   0     3.460     7.550   185.850    16.022   197.508
2009   8  20   0   0     3.050     7.540   187.840     9.656   196.051
2009   8  20   3   0     2.810     7.480   187.270     8.735   170.311
2009   8  20   6   0     2.970     7.480   182.770     7.912   202.676
2009   8  20   9   0     3.710     7.730   179.210    11.848   174.819
2009   8  20  12   0     4.220     8.250   178.370    15.065   166.683
2009   8  20  15   0     4.460     8.330   178.500    16.352   175.018
2009   8  20  18   0     4.470     8.440   178.310    17.575   175.889
2009   8  20  21   0     4.220     8.520   180.980    16.922   202.883
2009   8  21   0   0     3.800     8.490   184.540    13.502   214.102
2009   8  21   3   0     3.340     8.340   188.420     6.703   224.758
2009   8  21   6   0     2.970     8.160   191.670    10.940   191.762
2009   8  21   9   0     2.690     7.810   190.420    10.005   196.551
2009   8  21  12   0     2.490     7.600   194.910     9.195   194.293
2009   8  21  15   0     2.340     7.500   200.580     7.895   187.350
2009   8  21  18   0     2.230     7.410   207.160     7.756   186.218
2009   8  21  21   0     2.100     7.190   214.050     6.560   197.385
2009   8  22   0   0     2.000     6.970   201.320     5.967   219.560
2009   8  22   3   0     1.960     9.280   252.270     3.941   214.456
2009   8  22   6   0     2.000    11.670   256.240     5.075   177.403
